nb_item,item_90,item_86,size_cat,packing_type,teammate_experience,subgroup,time_picked,picking_to_processing,total_leadtime,carrier,item_ratio,picked_hour,picked_shift,experience_level,nb_item_x_experience_level,subgroup_median_leadtime,carrier_median_leadtime
11.0,6.0,5.0,XL,STANDARD,6MONTH,VOLU,1:46:31 PM,198.8,207.5,EXTRA_AT_HOME,1.2,13,Morning,1,11.0,266.4,279.5
1.0,1.0,,L,STANDARD,1YEAR,MHET,8:12:06 AM,2.8,104.0,CHRONOPOSTAPI,0.0,8,Morning,2,2.0,148.9,186.5
3.0,1.0,2.0,S,STANDARD,1YEAR,HETS,4:23:03 PM,93.6,211.9,CHRONOPOSTAPI,0.5,16,Afternoon,2,6.0,157.4,186.5
1.0,1.0,,XL,PACKSIZE,1YEAR,MHET,9:36:35 AM,396.4,179.5,BPOST_LU,0.0,9,Morning,2,2.0,148.9,176.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,8:09:20 PM,18.5,83.9,BPOST,0.0,20,Afternoon,2,2.0,148.9,178.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,12:28:04 PM,62.5,114.9,TNT_POST_NL,0.0,12,Morning,2,2.0,148.9,169.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,7:58:58 AM,14.6,181.4,CC_LOG,0.0,7,Morning,2,2.0,148.9,170.45
1.0,1.0,,L,STANDARD,2YEAR,MHET,8:21:33 PM,86.8,135.5,TNT_POST_NL,0.0,20,Afternoon,3,3.0,148.9,169.7
3.0,1.0,2.0,L,PACKSIZE,1YEAR,HETE,8:56:53 PM,68.8,195.4,TNT_POST_NL,0.5,20,Afternoon,2,6.0,196.05,169.7
4.0,4.0,,M,STANDARD,3-5YEAR,PBVO,3:39:41 PM,246.7,140.2,BPOST,0.0,15,Morning,4,16.0,257.1,178.7
6.0,6.0,,XL,STANDARD,1YEAR,PBVO,10:56:57 AM,370.3,255.9,EXTRA_AT_HOME,0.0,10,Morning,2,12.0,257.1,279.5
7.0,3.0,4.0,L,PACKSIZE,2YEAR,HETE,8:11:20 AM,23.0,161.8,DHL,0.75,8,Morning,3,21.0,196.05,186.1
5.0,2.0,3.0,S,STANDARD,1YEAR,HETS,11:51:26 AM,149.8,140.4,TNT_POST_NL,0.6666666666666666,11,Morning,2,10.0,157.4,169.7
2.0,2.0,,XL,STANDARD,3-5YEAR,PBVO,8:32:21 PM,25.8,191.3,EXTRA_AT_HOME,0.0,20,Afternoon,4,8.0,257.1,279.5
5.0,2.0,3.0,L,PACKSIZE,1YEAR,HETE,10:56:41 PM,915.0,313.0,CHRONOPOSTAPI,0.6666666666666666,22,Afternoon,2,10.0,196.05,186.5
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,11:42:09 AM,268.5,289.6,EXTRA_AT_HOME,1.0,11,Morning,2,4.0,196.05,279.5
1.0,1.0,,L,STANDARD,1YEAR,MHET,11:36:11 AM,46.8,129.3,TNT_POST_NL,0.0,11,Morning,2,2.0,148.9,169.7
2.0,1.0,1.0,M,STANDARD,6MONTH,HETS,8:45:39 PM,668.6,192.3,CC_LOG,1.0,20,Afternoon,1,2.0,157.4,170.45
2.0,2.0,,XL,STANDARD,1YEAR,PB90,7:19:33 PM,28.8,232.9,DHL,0.0,19,Afternoon,2,4.0,223.4,186.1
2.0,1.0,1.0,XL,PACKSIZE,1YEAR,HETE,11:27:06 AM,189.8,207.5,BPOST,1.0,11,Morning,2,4.0,196.05,178.7
1.0,1.0,,M,PACKSIZE,6MONTH,MHET,11:23:09 AM,187.6,219.2,TNT_POST_NL,0.0,11,Morning,1,1.0,148.9,169.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,2:37:13 PM,68.4,179.8,TNT_POST_NL,0.0,14,Morning,1,1.0,148.9,169.7
3.0,3.0,,L,PACKSIZE,6MONTH,PB90,9:39:12 PM,41.4,404.9,TNT_POST_NL,0.0,21,Afternoon,1,3.0,223.4,169.7
3.0,1.0,2.0,S,STANDARD,1YEAR,HETS,3:14:23 PM,152.3,70.2,TNT_POST_NL,0.5,15,Morning,2,6.0,157.4,169.7
1.0,1.0,,L,STANDARD,6MONTH,MHET,1:55:51 PM,8.2,136.3,UPS_API,0.0,13,Morning,1,1.0,148.9,183.8
2.0,2.0,,XL,STANDARD,6MONTH,PBVO,12:13:13 PM,110.0,369.3,EXTRA_AT_HOME,0.0,12,Morning,1,2.0,257.1,279.5
4.0,1.0,3.0,L,PACKSIZE,1YEAR,HETE,12:36:04 PM,80.7,327.4,BPOST,0.3333333333333333,12,Morning,2,8.0,196.05,178.7
2.0,1.0,1.0,XL,STANDARD,2YEAR,VOLU,8:03:59 AM,133.8,210.5,CC_LOG,1.0,8,Morning,3,6.0,266.4,170.45
4.0,2.0,2.0,S,STANDARD,2YEAR,HETS,5:11:04 PM,1440.0,117.4,BPOST,1.0,17,Afternoon,3,12.0,157.4,178.7
3.0,2.0,1.0,XL,STANDARD,1YEAR,VOLU,5:35:48 PM,924.4,304.9,EXTRA_AT_HOME,2.0,17,Afternoon,2,6.0,266.4,279.5
2.0,1.0,1.0,M,PACKSIZE,6MONTH,HETE,7:33:46 PM,27.9,149.4,DHL,1.0,19,Afternoon,1,2.0,196.05,186.1
5.0,2.0,3.0,S,STANDARD,6MONTH,HETS,8:12:18 PM,868.1,226.0,CC_LOG,0.6666666666666666,20,Afternoon,1,5.0,157.4,170.45
4.0,2.0,2.0,XL,STANDARD,6MONTH,VOLU,9:39:45 AM,119.0,251.7,TNT_POST_NL,1.0,9,Morning,1,4.0,266.4,169.7
2.0,1.0,1.0,XL,PACKSIZE,2YEAR,HETE,11:09:56 AM,65.8,156.3,TNT_POST_NL,1.0,11,Morning,3,6.0,196.05,169.7
4.0,2.0,2.0,S,STANDARD,6MONTH,HETS,5:24:24 PM,127.1,139.3,TNT_POST_NL,1.0,17,Afternoon,1,4.0,157.4,169.7
4.0,2.0,2.0,M,STANDARD,1YEAR,HETS,10:51:44 AM,77.8,101.5,TNT_POST_NL,1.0,10,Morning,2,8.0,157.4,169.7
1.0,1.0,,XL,STANDARD,6MONTH,MVOL,1:57:58 PM,15.0,81.8,BPOST,0.0,13,Morning,1,1.0,50.0,178.7
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,10:18:17 AM,200.5,151.2,BPOST,1.0,10,Morning,2,4.0,196.05,178.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,9:06:29 PM,89.9,164.1,TNT_POST_NL,0.0,21,Afternoon,2,2.0,148.9,169.7
2.0,1.0,1.0,XL,PACKSIZE,6MONTH,HETE,8:30:41 AM,28.8,189.7,TNT_POST_NL,1.0,8,Morning,1,2.0,196.05,169.7
5.0,2.0,3.0,L,PACKSIZE,6MONTH,HETE,4:19:29 PM,108.0,201.4,CHRONOPOSTAPI,0.6666666666666666,16,Afternoon,1,5.0,196.05,186.5
2.0,2.0,,L,PACKSIZE,2YEAR,PB90,9:10:55 AM,482.9,215.9,TNT_POST_NL,0.0,9,Morning,3,6.0,223.4,169.7
4.0,1.0,3.0,L,PACKSIZE,6MONTH,HETE,7:57:07 AM,155.2,227.5,CHRONOPOSTAPI,0.3333333333333333,7,Morning,1,4.0,196.05,186.5
4.0,2.0,2.0,S,STANDARD,1YEAR,HETS,9:33:55 PM,41.5,118.2,BPOST,1.0,21,Afternoon,2,8.0,157.4,178.7
12.0,7.0,5.0,XL,STANDARD,6MONTH,VOLU,9:56:39 AM,47.6,218.3,EXTRA_AT_HOME,1.4,9,Morning,1,12.0,266.4,279.5
1.0,1.0,,XL,PACKSIZE,3-5YEAR,MHET,11:07:51 AM,225.2,113.7,TNT_POST_NL,0.0,11,Morning,4,4.0,148.9,169.7
14.0,8.0,6.0,M,STANDARD,6MONTH,VOLU,9:00:40 AM,328.6,322.4,EXTRA_AT_HOME,1.3333333333333333,9,Morning,1,14.0,266.4,279.5
2.0,2.0,,XL,PACKSIZE,6MONTH,PB90,3:02:37 PM,128.0,283.2,TNT_POST_NL,0.0,15,Morning,1,2.0,223.4,169.7
1.0,1.0,,L,STANDARD,1YEAR,MVOL,8:29:36 AM,19.6,42.6,CC_LOG,0.0,8,Morning,2,2.0,50.0,170.45
3.0,1.0,2.0,S,STANDARD,2YEAR,HETS,9:54:48 PM,39.4,82.6,TNT_POST_NL,0.5,21,Afternoon,3,9.0,157.4,169.7
1.0,1.0,,XL,STANDARD,2YEAR,MHET,2:27:05 PM,103.2,137.0,CHRONOPOSTAPI,0.0,14,Morning,3,3.0,148.9,186.5
1.0,1.0,,L,STANDARD,6MONTH,MHET,7:59:03 AM,23.2,113.5,CC_LOG,0.0,7,Morning,1,1.0,148.9,170.45
2.0,2.0,,XL,PACKSIZE,1YEAR,PB90,2:43:01 PM,0.5,283.5,TNT_POST_NL,0.0,14,Morning,2,4.0,223.4,169.7
16.0,9.0,7.0,XL,STANDARD,1YEAR,VOLU,11:40:21 AM,144.7,153.0,EXTRA_AT_HOME,1.2857142857142858,11,Morning,2,32.0,266.4,279.5
2.0,1.0,1.0,L,PACKSIZE,2YEAR,HETE,2:27:53 PM,320.5,175.2,TNT_POST_NL,1.0,14,Morning,3,6.0,196.05,169.7
3.0,2.0,1.0,XL,STANDARD,6MONTH,VOLU,10:38:17 PM,574.0,289.7,EXTRA_AT_HOME,2.0,22,Afternoon,1,3.0,266.4,279.5
3.0,1.0,2.0,S,STANDARD,2YEAR,HETS,5:22:56 PM,262.5,200.0,TNT_POST_NL,0.5,17,Afternoon,3,9.0,157.4,169.7
8.0,8.0,,XL,PACKSIZE,1YEAR,PB90,11:33:53 AM,413.4,262.1,EXTRA_AT_HOME,0.0,11,Morning,2,16.0,223.4,279.5
4.0,1.0,3.0,L,PACKSIZE,6MONTH,HETE,9:05:42 AM,345.5,126.2,TNT_POST_NL,0.3333333333333333,9,Morning,1,4.0,196.05,169.7
5.0,2.0,3.0,S,STANDARD,1YEAR,HETS,4:41:28 PM,246.6,123.5,TNT_POST_NL,0.6666666666666666,16,Afternoon,2,10.0,157.4,169.7
4.0,2.0,2.0,S,STANDARD,1YEAR,HETS,2:36:40 PM,178.9,75.3,TNT_POST_NL,1.0,14,Morning,2,8.0,157.4,169.7
2.0,1.0,1.0,L,PACKSIZE,2YEAR,HETE,4:37:03 PM,166.6,161.6,TNT_POST_NL,1.0,16,Afternoon,3,6.0,196.05,169.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,9:11:49 AM,650.9,117.1,TNT_POST_NL,0.0,9,Morning,2,2.0,148.9,169.7
6.0,2.0,4.0,L,PACKSIZE,6MONTH,HETE,9:35:47 AM,149.6,184.8,TNT_POST_NL,0.5,9,Morning,1,6.0,196.05,169.7
1.0,1.0,,XL,PACKSIZE,3-5YEAR,MHET,12:07:23 PM,63.4,151.7,TNT_POST_NL,0.0,12,Morning,4,4.0,148.9,169.7
3.0,2.0,1.0,XL,STANDARD,2YEAR,VOLU,10:51:33 AM,244.6,235.8,CHRONOPOSTAPI,2.0,10,Morning,3,9.0,266.4,186.5
3.0,1.0,2.0,L,PACKSIZE,1YEAR,HETE,8:51:24 AM,338.0,251.4,DHL,0.5,8,Morning,2,6.0,196.05,186.1
2.0,2.0,,XL,PACKSIZE,6MONTH,PB90,12:06:49 PM,7.8,252.8,EXTRA_AT_HOME,0.0,12,Morning,1,2.0,223.4,279.5
3.0,1.0,2.0,L,PACKSIZE,6MONTH,HETE,8:21:11 AM,57.8,205.1,TNT_POST_NL,0.5,8,Morning,1,3.0,196.05,169.7
4.0,4.0,,XL,STANDARD,6MONTH,PBVO,6:10:32 PM,155.8,282.0,TNT_POST_NL,0.0,18,Afternoon,1,4.0,257.1,169.7
10.0,6.0,4.0,XL,STANDARD,1YEAR,VOLU,10:25:16 PM,580.1,223.5,EXTRA_AT_HOME,1.5,22,Afternoon,2,20.0,266.4,279.5
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,6:19:56 PM,5.0,140.2,UPS_API,0.0,18,Afternoon,2,2.0,148.9,183.8
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,2:41:30 PM,10.8,182.8,BPOST,0.0,14,Morning,2,2.0,148.9,178.7
3.0,1.0,2.0,L,PACKSIZE,6MONTH,HETE,9:03:32 AM,116.4,237.3,EXTRA_AT_HOME,0.5,9,Morning,1,3.0,196.05,279.5
2.0,1.0,1.0,XL,STANDARD,1YEAR,VOLU,10:36:38 PM,715.7,310.8,EXTRA_AT_HOME,1.0,22,Afternoon,2,4.0,266.4,279.5
3.0,2.0,1.0,M,STANDARD,6MONTH,VOLU,8:43:22 PM,691.0,177.6,CC_LOG,2.0,20,Afternoon,1,3.0,266.4,170.45
1.0,1.0,,XL,STANDARD,2YEAR,MVOL,12:26:30 PM,55.6,38.2,CC_LOG,0.0,12,Morning,3,3.0,50.0,170.45
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,11:20:45 AM,19.8,183.7,UPS_API,0.0,11,Morning,2,2.0,148.9,183.8
9.0,3.0,6.0,L,PACKSIZE,6MONTH,HETE,2:11:17 PM,340.6,291.8,TNT_POST_NL,0.5,14,Morning,1,9.0,196.05,169.7
3.0,1.0,2.0,L,PACKSIZE,6MONTH,HETE,4:04:18 PM,88.9,352.4,DHL,0.5,16,Afternoon,1,3.0,196.05,186.1
5.0,2.0,3.0,S,STANDARD,1YEAR,HETS,11:04:05 AM,449.7,209.9,TNT_POST_NL,0.6666666666666666,11,Morning,2,10.0,157.4,169.7
2.0,1.0,1.0,XL,PACKSIZE,1YEAR,HETE,3:53:19 PM,367.7,243.0,CHRONOPOSTAPI,1.0,15,Morning,2,4.0,196.05,186.5
2.0,2.0,,XL,STANDARD,1YEAR,PBVO,4:13:21 PM,23.9,258.9,CHRONOPOSTAPI,0.0,16,Afternoon,2,4.0,257.1,186.5
2.0,2.0,,L,PACKSIZE,1YEAR,PB90,11:54:06 AM,541.0,238.2,DHL,0.0,11,Morning,2,4.0,223.4,186.1
14.0,6.0,8.0,S,STANDARD,6MONTH,HETS,4:14:10 PM,126.4,234.1,BPOST,0.75,16,Afternoon,1,14.0,157.4,178.7
4.0,2.0,2.0,S,STANDARD,6MONTH,HETS,11:19:32 AM,143.3,261.6,CC_LOG,1.0,11,Morning,1,4.0,157.4,170.45
3.0,1.0,2.0,XL,PACKSIZE,6MONTH,HETE,10:29:59 PM,612.5,268.1,CC_LOG,0.5,22,Afternoon,1,3.0,196.05,170.45
34.0,34.0,,XL,STANDARD,6MONTH,PBVO,11:30:21 AM,25.8,490.9,EXTRA_AT_HOME,0.0,11,Morning,1,34.0,257.1,279.5
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,8:06:22 PM,8.8,189.2,DHL,0.0,20,Afternoon,1,1.0,148.9,186.1
2.0,1.0,1.0,XL,PACKSIZE,1YEAR,HETE,7:59:36 AM,43.7,239.7,CC_LOG,1.0,7,Morning,2,4.0,196.05,170.45
5.0,2.0,3.0,S,STANDARD,6MONTH,HETS,7:54:23 PM,105.9,177.9,TNT_POST_NL,0.6666666666666666,19,Afternoon,1,5.0,157.4,169.7
7.0,4.0,3.0,XL,STANDARD,1YEAR,VOLU,9:41:36 AM,114.6,323.6,EXTRA_AT_HOME,1.3333333333333333,9,Morning,2,14.0,266.4,279.5
1.0,1.0,,XL,STANDARD,2YEAR,MHET,2:02:11 PM,74.4,99.9,TNT_POST_NL,0.0,14,Morning,3,3.0,148.9,169.7
20.0,20.0,,L,PACKSIZE,1YEAR,PB90,1:13:03 PM,40.2,205.4,EXTRA_AT_HOME,0.0,13,Morning,2,40.0,223.4,279.5
1.0,1.0,,XL,PACKSIZE,3-5YEAR,MHET,5:57:46 PM,76.2,126.9,TNT_POST_NL,0.0,17,Afternoon,4,4.0,148.9,169.7
2.0,1.0,1.0,S,STANDARD,2YEAR,HETS,8:34:24 PM,669.5,89.5,CC_LOG,1.0,20,Afternoon,3,6.0,157.4,170.45
3.0,2.0,1.0,XL,STANDARD,1YEAR,VOLU,10:16:46 PM,638.7,297.4,EXTRA_AT_HOME,2.0,22,Afternoon,2,6.0,266.4,279.5
1.0,1.0,,L,STANDARD,1YEAR,MHET,1:15:07 PM,73.4,178.9,TNT_POST_NL,0.0,13,Morning,2,2.0,148.9,169.7
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,8:54:07 AM,207.1,205.6,TNT_POST_NL,1.0,8,Morning,2,4.0,196.05,169.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,6:21:41 PM,227.4,186.0,TNT_POST_NL,0.0,18,Afternoon,1,1.0,148.9,169.7
4.0,4.0,,XL,STANDARD,1YEAR,PBVO,1:19:45 PM,270.5,293.5,TNT_POST_NL,0.0,13,Morning,2,8.0,257.1,169.7
6.0,2.0,4.0,L,PACKSIZE,1YEAR,HETE,10:16:27 AM,167.1,239.4,TNT_POST_NL,0.5,10,Morning,2,12.0,196.05,169.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,8:28:40 AM,141.2,179.8,TNT_POST_NL,0.0,8,Morning,2,2.0,148.9,169.7
15.0,9.0,6.0,XL,STANDARD,1YEAR,VOLU,10:20:17 PM,593.3,480.1,EXTRA_AT_HOME,1.5,22,Afternoon,2,30.0,266.4,279.5
3.0,1.0,2.0,L,PACKSIZE,6MONTH,HETE,9:29:43 PM,64.0,310.2,DHL,0.5,21,Afternoon,1,3.0,196.05,186.1
2.0,1.0,1.0,M,PACKSIZE,1YEAR,HETE,8:56:07 AM,103.8,187.9,TNT_POST_NL,1.0,8,Morning,2,4.0,196.05,169.7
3.0,1.0,2.0,L,PACKSIZE,1YEAR,HETE,8:25:31 AM,142.7,190.7,TNT_POST_NL,0.5,8,Morning,2,6.0,196.05,169.7
1.0,1.0,,XL,STANDARD,1YEAR,MVOL,3:47:28 PM,60.9,54.6,UPS_API,0.0,15,Morning,2,2.0,50.0,183.8
2.0,1.0,1.0,S,STANDARD,1YEAR,HETS,12:47:15 PM,472.9,128.0,TNT_POST_NL,1.0,12,Morning,2,4.0,157.4,169.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,10:51:43 AM,174.8,206.3,TNT_POST_NL,0.0,10,Morning,1,1.0,148.9,169.7
1.0,1.0,,XL,PACKSIZE,1YEAR,MHET,2:16:43 PM,132.6,192.6,UPS_API,0.0,14,Morning,2,2.0,148.9,183.8
12.0,12.0,,XL,STANDARD,1YEAR,PBVO,5:05:52 PM,64.8,230.6,EXTRA_AT_HOME,0.0,17,Afternoon,2,24.0,257.1,279.5
3.0,1.0,2.0,S,STANDARD,1YEAR,HETS,4:01:29 PM,212.7,109.2,TNT_POST_NL,0.5,16,Afternoon,2,6.0,157.4,169.7
10.0,6.0,4.0,XL,STANDARD,6MONTH,VOLU,8:50:00 PM,729.2,483.9,EXTRA_AT_HOME,1.5,20,Afternoon,1,10.0,266.4,279.5
4.0,1.0,3.0,L,PACKSIZE,6MONTH,HETE,8:59:07 AM,162.8,234.9,UPS_API,0.3333333333333333,8,Morning,1,4.0,196.05,183.8
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,10:54:48 AM,257.2,173.0,BPOST_LU,0.0,10,Morning,2,2.0,148.9,176.7
1.0,1.0,,XL,STANDARD,6MONTH,MVOL,10:32:43 PM,553.1,51.6,CC_LOG,0.0,22,Afternoon,1,1.0,50.0,170.45
4.0,2.0,2.0,XL,STANDARD,6MONTH,VOLU,10:34:46 AM,30.4,335.3,TNT_POST_NL,1.0,10,Morning,1,4.0,266.4,169.7
3.0,2.0,1.0,XL,STANDARD,1YEAR,VOLU,9:05:42 AM,167.3,279.4,EXTRA_AT_HOME,2.0,9,Morning,2,6.0,266.4,279.5
3.0,1.0,2.0,S,STANDARD,1YEAR,HETS,10:09:20 PM,46.2,144.7,BPOST,0.5,22,Afternoon,2,6.0,157.4,178.7
30.0,30.0,,XL,STANDARD,1YEAR,PBVO,11:21:43 AM,23.8,480.1,EXTRA_AT_HOME,0.0,11,Morning,2,60.0,257.1,279.5
3.0,3.0,,XL,STANDARD,6MONTH,PBVO,11:29:08 AM,128.9,305.1,EXTRA_AT_HOME,0.0,11,Morning,1,3.0,257.1,279.5
2.0,1.0,1.0,S,STANDARD,6MONTH,HETS,10:22:49 AM,180.8,206.2,TNT_POST_NL,1.0,10,Morning,1,2.0,157.4,169.7
2.0,1.0,1.0,L,STANDARD,2YEAR,HETE,10:34:35 AM,180.9,87.8,BPOST,1.0,10,Morning,3,6.0,196.05,178.7
4.0,1.0,3.0,L,PACKSIZE,1YEAR,HETE,10:10:26 AM,39.6,233.7,TNT_POST_NL,0.3333333333333333,10,Morning,2,8.0,196.05,169.7
9.0,5.0,4.0,M,STANDARD,2YEAR,VOLU,8:28:59 AM,217.6,232.2,EXTRA_AT_HOME,1.25,8,Morning,3,27.0,266.4,279.5
2.0,1.0,1.0,XL,STANDARD,3-5YEAR,VOLU,11:23:50 AM,210.3,216.9,EXTRA_AT_HOME,1.0,11,Morning,4,8.0,266.4,279.5
3.0,1.0,2.0,S,STANDARD,6MONTH,HETS,12:53:46 PM,184.6,145.2,BPOST,0.5,12,Morning,1,3.0,157.4,178.7
1.0,1.0,,XL,STANDARD,1YEAR,MVOL,6:20:48 PM,75.3,39.3,TNT_POST_NL,0.0,18,Afternoon,2,2.0,50.0,169.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,7:20:16 PM,3.3,166.9,DHL,0.0,19,Afternoon,1,1.0,148.9,186.1
2.0,2.0,,M,STANDARD,1YEAR,PBVO,1:15:11 PM,81.0,300.7,BLOGISTICS,0.0,13,Morning,2,4.0,257.1,290.2
15.0,5.0,10.0,L,PACKSIZE,6MONTH,HETE,8:23:45 AM,46.9,313.2,EXTRA_AT_HOME,0.5,8,Morning,1,15.0,196.05,279.5
1.0,1.0,,XL,PACKSIZE,2YEAR,MHET,11:04:52 AM,186.0,134.1,TNT_POST_NL,0.0,11,Morning,3,3.0,148.9,169.7
1.0,1.0,,XL,STANDARD,1YEAR,MVOL,9:51:43 AM,33.8,49.0,CC_LOG,0.0,9,Morning,2,2.0,50.0,170.45
6.0,2.0,4.0,L,STANDARD,6MONTH,HETE,8:33:31 PM,765.6,200.7,CC_LOG,0.5,20,Afternoon,1,6.0,196.05,170.45
6.0,2.0,4.0,L,PACKSIZE,1YEAR,HETE,10:35:20 AM,89.3,300.5,TNT_POST_NL,0.5,10,Morning,2,12.0,196.05,169.7
3.0,1.0,2.0,S,STANDARD,1YEAR,HETS,12:55:29 PM,102.2,233.5,BPOST,0.5,12,Morning,2,6.0,157.4,178.7
1.0,1.0,,XL,STANDARD,1YEAR,MVOL,8:00:39 PM,117.8,43.3,TNT_POST_NL,0.0,20,Afternoon,2,2.0,50.0,169.7
4.0,2.0,2.0,S,STANDARD,1YEAR,HETS,1:57:57 PM,140.6,199.8,TNT_POST_NL,1.0,13,Morning,2,8.0,157.4,169.7
2.0,1.0,1.0,XL,STANDARD,1YEAR,VOLU,1:34:35 PM,53.4,314.5,EXTRA_AT_HOME,1.0,13,Morning,2,4.0,266.4,279.5
16.0,9.0,7.0,XL,STANDARD,1YEAR,VOLU,8:26:14 AM,166.2,276.6,TNT_POST_NL,1.2857142857142858,8,Morning,2,32.0,266.4,169.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,8:11:38 AM,29.4,131.0,CC_LOG,0.0,8,Morning,2,2.0,148.9,170.45
1.0,1.0,,M,PACKSIZE,1YEAR,MHET,12:01:57 PM,7.6,167.9,TNT_POST_NL,0.0,12,Morning,2,2.0,148.9,169.7
2.0,1.0,1.0,L,PACKSIZE,3-5YEAR,HETE,8:37:01 AM,181.7,170.9,TNT_POST_NL,1.0,8,Morning,4,8.0,196.05,169.7
5.0,3.0,2.0,XL,STANDARD,1YEAR,VOLU,9:04:06 AM,91.2,381.6,EXTRA_AT_HOME,1.5,9,Morning,2,10.0,266.4,279.5
10.0,4.0,6.0,L,PACKSIZE,1YEAR,HETE,8:53:31 AM,128.2,344.8,EXTRA_AT_HOME,0.6666666666666666,8,Morning,2,20.0,196.05,279.5
3.0,1.0,2.0,L,PACKSIZE,2YEAR,HETE,5:28:23 PM,126.9,239.1,BPOST_LU,0.5,17,Afternoon,3,9.0,196.05,176.7
5.0,5.0,,M,STANDARD,6MONTH,PBVO,10:42:59 PM,558.1,336.2,CC_LOG,0.0,22,Afternoon,1,5.0,257.1,170.45
4.0,2.0,2.0,S,STANDARD,6MONTH,HETS,9:43:48 AM,43.6,194.1,CC_LOG,1.0,9,Morning,1,4.0,157.4,170.45
3.0,3.0,,XL,STANDARD,2YEAR,PBVO,8:17:29 AM,3.0,206.7,CC_LOG,0.0,8,Morning,3,9.0,257.1,170.45
4.0,2.0,2.0,XL,STANDARD,1YEAR,VOLU,9:18:29 AM,173.1,301.7,TNT_POST_NL,1.0,9,Morning,2,8.0,266.4,169.7
3.0,1.0,2.0,L,PACKSIZE,1YEAR,HETE,11:27:36 AM,148.5,222.7,BPOST,0.5,11,Morning,2,6.0,196.05,178.7
2.0,1.0,1.0,S,STANDARD,6MONTH,HETS,10:57:17 PM,553.6,200.6,CC_LOG,1.0,22,Afternoon,1,2.0,157.4,170.45
14.0,6.0,8.0,S,STANDARD,1YEAR,HETS,5:02:54 PM,65.7,147.3,TNT_POST_NL,0.75,17,Afternoon,2,28.0,157.4,169.7
11.0,6.0,5.0,XL,STANDARD,1YEAR,VOLU,1:46:31 PM,201.7,163.4,EXTRA_AT_HOME,1.2,13,Morning,2,22.0,266.4,279.5
1.0,1.0,,XL,PACKSIZE,1YEAR,MHET,7:30:29 PM,19.2,139.1,TNT_POST_NL,0.0,19,Afternoon,2,2.0,148.9,169.7
12.0,7.0,5.0,XL,STANDARD,6MONTH,VOLU,8:04:24 AM,84.0,340.6,EXTRA_AT_HOME,1.4,8,Morning,1,12.0,266.4,279.5
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,12:11:02 PM,152.9,190.9,TNT_POST_NL,0.0,12,Morning,1,1.0,148.9,169.7
35.0,13.0,22.0,L,PACKSIZE,3-5YEAR,HETE,9:07:25 AM,150.1,253.1,EXTRA_AT_HOME,0.5909090909090909,9,Morning,4,140.0,196.05,279.5
3.0,2.0,1.0,M,STANDARD,1YEAR,VOLU,11:33:51 AM,156.5,311.6,EXTRA_AT_HOME,2.0,11,Morning,2,6.0,266.4,279.5
4.0,2.0,2.0,S,STANDARD,3-5YEAR,HETS,6:07:00 PM,117.6,87.3,BPOST,1.0,18,Afternoon,4,16.0,157.4,178.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,12:07:54 PM,73.4,228.3,BPOST,0.0,12,Morning,2,2.0,148.9,178.7
3.0,2.0,1.0,XL,STANDARD,1YEAR,VOLU,9:16:48 AM,496.2,231.1,EXTRA_AT_HOME,2.0,9,Morning,2,6.0,266.4,279.5
4.0,2.0,2.0,S,STANDARD,3-5YEAR,HETS,12:44:15 PM,214.4,96.3,TNT_POST_NL,1.0,12,Morning,4,16.0,157.4,169.7
1.0,1.0,,XL,PACKSIZE,1YEAR,MHET,8:20:37 PM,18.7,225.1,BPOST,0.0,20,Afternoon,2,2.0,148.9,178.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,7:37:00 PM,42.6,87.0,TNT_POST_NL,0.0,19,Afternoon,2,2.0,148.9,169.7
1.0,1.0,,XL,STANDARD,1YEAR,MVOL,1:12:17 PM,89.5,76.3,BPOST,0.0,13,Morning,2,2.0,50.0,178.7
7.0,4.0,3.0,XL,STANDARD,1YEAR,VOLU,11:13:45 AM,44.1,153.4,DHL,1.3333333333333333,11,Morning,2,14.0,266.4,186.1
7.0,4.0,3.0,XL,STANDARD,6MONTH,VOLU,9:51:07 AM,71.3,281.1,EXTRA_AT_HOME,1.3333333333333333,9,Morning,1,7.0,266.4,279.5
